number,link,date,name,first_review,second_review,rating,n_reviews,type
1,https://www.tripadvisor.com/Restaurants-g60713-San_Francisco_California.html,20191226_1617,Fog Harbor Fish House,"“Great clam chowder, the seafood mix with salmon cod and shrimp was outstanding.”","“Great clam chowder, the seafood mix with salmon cod and shrimp was outstanding.”",45,5275
2,https://www.tripadvisor.com/Restaurants-g60713-San_Francisco_California.html,20191226_1617,1. Mersea Restaurant,"“The chowder was very yummy and loved eating overlooking sf, definitely need t...”","“The chowder was very yummy and loved eating overlooking sf, definitely need t...”",50,193
3,https://www.tripadvisor.com/Restaurants-g60713-San_Francisco_California.html,20191226_1617,2. Eight Am,“The yogurt/granola parfait was huge and...”,“The yogurt/granola parfait was huge and...”,45,1135
4,https://www.tripadvisor.com/Restaurants-g60713-San_Francisco_California.html,20191226_1617,3. Kokkari Estiatorio,"“... dips, to octopus, to spit roasted meats, goat stew, fish, moussaka , salads.”","“... dips, to octopus, to spit roasted meats, goat stew, fish, moussaka , salads.”",45,2687
5,https://www.tripadvisor.com/Restaurants-g60713-San_Francisco_California.html,20191226_1617,4. Quince,“My husband is gluten free and he had a fabulous dinner also without missing a...”,“My husband is gluten free and he had a fabulous dinner also without missing a...”,45,540
6,https://www.tripadvisor.com/Restaurants-g60713-San_Francisco_California.html,20191226_1617,5. Chapeau!,“The bouillabaisse was a cooking lesson.”,“The bouillabaisse was a cooking lesson.”,45,295
7,https://www.tripadvisor.com/Restaurants-g60713-San_Francisco_California.html,20191226_1617,6. Pacific Cafe,“If you really want to try amazing seafood in San Francisco make sure you visi...”,“If you really want to try amazing seafood in San Francisco make sure you visi...”,45,239
8,https://www.tripadvisor.com/Restaurants-g60713-San_Francisco_California.html,20191226_1617,7. L'ardoise Bistro,"“The favorite dishes were the duck confit , the salmon tartare and the crime br...”","“The favorite dishes were the duck confit , the salmon tartare and the crime br...”",45,235
9,https://www.tripadvisor.com/Restaurants-g60713-San_Francisco_California.html,20191226_1617,8. Lapisara Eatery,"“A truly extraordinary meal, the Massamun curry — a rich meaty stew with cinna...”","“A truly extraordinary meal, the Massamun curry — a rich meaty stew with cinna...”",45,161
10,https://www.tripadvisor.com/Restaurants-g60713-San_Francisco_California.html,20191226_1617,9. Seven Hills,"“Amazing starter of nectarine, pistachio, rocket and mozzarella salad followed...”","“Amazing starter of nectarine, pistachio, rocket and mozzarella salad followed...”",45,921
11,https://www.tripadvisor.com/Restaurants-g60713-San_Francisco_California.html,20191226_1617,10. Sweet Maple,“... like funnel cakes which was very go...”,“... like funnel cakes which was very go...”,45,888
12,https://www.tripadvisor.com/Restaurants-g60713-San_Francisco_California.html,20191226_1617,11. Ristorante Franchino,“From the moment we walked in to our last bite of Tiramisu/chocolate cannoli /L...”,“From the moment we walked in to our last bite of Tiramisu/chocolate cannoli /L...”,45,420
13,https://www.tripadvisor.com/Restaurants-g60713-San_Francisco_California.html,20191226_1617,12. Hollywood Cafe,“We both had omelets - crab and meat lov...”,“We both had omelets - crab and meat lov...”,45,3761
14,https://www.tripadvisor.com/Restaurants-g60713-San_Francisco_California.html,20191226_1617,13. Betty Lou's Seafood and Grill,“... (the mussels are fantastic).”,“... (the mussels are fantastic).”,45,239
15,https://www.tripadvisor.com/Restaurants-g60713-San_Francisco_California.html,20191226_1617,14. E Tutto Qua,“The pasta was magnificent and the osso buco was out-of-this-world incredible.”,“The pasta was magnificent and the osso buco was out-of-this-world incredible.”,45,1398
16,https://www.tripadvisor.com/Restaurants-g60713-San_Francisco_California.html,20191226_1617,15. Mo's Grill,“And their omelet was terrific ... as was their french toast when I returned t...”,“And their omelet was terrific ... as was their french toast when I returned t...”,45,450
17,https://www.tripadvisor.com/Restaurants-g60713-San_Francisco_California.html,20191226_1617,16. Hog Island Oyster Company,"“Crudo fantastic, grilled jalapeño oysters to die for, raw oysters superb and...”","“Crudo fantastic, grilled jalapeño oysters to die for, raw oysters superb and...”",45,2229
18,https://www.tripadvisor.com/Restaurants-g60713-San_Francisco_California.html,20191226_1617,17. Anchor Oyster Bar & Seafood Market,"“... San Francisco and you love great seafood , an intimate atmosphere, and a S...”","“... San Francisco and you love great seafood , an intimate atmosphere, and a S...”",45,635
19,https://www.tripadvisor.com/Restaurants-g60713-San_Francisco_California.html,20191226_1617,18. Pacific Catch,“Ordered Korean stick ribs to share and 3 x fish tacos which you can mix and m...”,“Ordered Korean stick ribs to share and 3 x fish tacos which you can mix and m...”,45,981
20,https://www.tripadvisor.com/Restaurants-g60713-San_Francisco_California.html,20191226_1617,19. Burma Superstar Restaurant,“Fresh and flavorful.The Tea Leaf salad had so many delicious things in it.”,“Fresh and flavorful.The Tea Leaf salad had so many delicious things in it.”,45,857
21,https://www.tripadvisor.com/Restaurants-g60713-San_Francisco_California.html,20191226_1617,20. La Ciccia,"“... a flat bread and included pecorino and fiore sardo , as well as some honey.”","“... a flat bread and included pecorino and fiore sardo , as well as some honey.”",45,230
22,https://www.tripadvisor.com/Restaurants-g60713-San_Francisco_California.html,20191226_1617,21. Off the Grid: Fort Mason Center,“... BBQ to a lobster roll to bao to dou...”,“... BBQ to a lobster roll to bao to dou...”,45,186
23,https://www.tripadvisor.com/Restaurants-g60713-San_Francisco_California.html,20191226_1617,22. Jeanne D'Arc Restaurant,"“The lamb shank, moist and falling off the bone; the duck confit received high...”","“The lamb shank, moist and falling off the bone; the duck confit received high...”",45,673
